PLAYER_NAME,Final_Cluster,Archetype,PTS,AST,REB,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,MIN,PTS_36,AST_36,REB_36,STL_36,FG_PCT,THREE_PT_RATE,PURE_PLAYMAKER,FT_RATE,PAINT_PROTECTOR,BLK_36,GUARD_INDEX,BIG_INDEX,DEFENSIVE_VERSATILITY
Amir Coffey,1,Role-Playing Three-Point Facilitating Shooters,9.7,1.1,2.2,0.6,0.1,0.471,0.409,0.891,24.3,14.370370370370368,1.6296296296296298,3.2592592592592595,0.8888888888888888,0.471,0.4784184050374644,0.1060240963855422,0.2532803320786576,2.814814814814815,0.14814814814814817,0.591304347826087,1.295774647887324,1.037037037037037
Andre Drummond,2,Offensive Mid-Range Centers,7.3,0.9,7.8,1.0,0.5,0.5,0.15,0.622,18.8,13.978723404255318,1.7234042553191489,14.936170212765957,1.9148936170212767,0.5,0.08467081867273789,0.11505681818181819,0.3894857658945942,10.53191489361702,0.9574468085106383,0.22830440587449932,5.8359375,2.872340425531915
Andre Jackson Jr.,3,Role-Playing Three-Point Forward Shooters,3.4,1.2,2.7,0.5,0.2,0.477,0.395,0.5,14.6,8.383561643835616,2.958904109589041,6.657534246575343,1.2328767123287672,0.477,0.3787806324488743,0.31532846715328466,0.13773841179959065,4.684931506849315,0.4931506849315069,0.5474060822898031,1.8062283737024225,1.726027397260274
Andrew Nembhard,4,Lockdown 3-and-D Wings,10.0,5.0,3.3,1.2,0.2,0.458,0.291,0.794,28.9,12.456747404844291,6.228373702422146,4.110726643598616,1.4948096885813147,0.458,0.3249868768159311,0.4628439187451787,0.25276757085683527,3.7370242214532876,0.24913494809688586,1.5111712931618146,0.6031594064145525,1.7439446366782005
Andrew Wiggins,1,Role-Playing Three-Point Facilitating Shooters,18.0,2.6,4.5,1.0,0.8,0.448,0.374,0.763,30.7,21.107491856677527,3.0488599348534207,5.276872964169382,1.1726384364820848,0.448,0.41403351529921256,0.13791071165463387,0.30695588203217483,4.456026058631922,0.9381107491856678,0.6725480020757654,1.5349959774738537,2.1107491856677525
Anfernee Simons,0,Elite Perimeter Playmaking Scorers,19.3,4.8,2.7,0.9,0.1,0.426,0.363,0.902,32.7,21.247706422018346,5.28440366972477,2.9724770642201834,0.9908256880733944,0.426,0.5276526183467918,0.23752577319587628,0.1738149801612961,2.6422018348623846,0.11009174311926606,1.579676674364896,0.49051094890510955,1.1009174311926606
Anthony Black,0,Elite Perimeter Playmaking Scorers,9.4,3.1,2.9,1.1,0.6,0.423,0.318,0.761,24.2,13.983471074380166,4.611570247933885,4.31404958677686,1.6363636363636367,0.423,0.3161866484917897,0.3077771649200221,0.3161866484917897,4.314049586776859,0.8925619834710744,1.1757387247278384,0.9278350515463916,2.528925619834711
Anthony Davis,2,Offensive Mid-Range Centers,24.7,3.5,11.6,1.2,2.2,0.516,0.282,0.775,33.4,26.622754491017965,3.7724550898203595,12.502994011976048,1.2934131736526946,0.516,0.13476121996337737,0.13657056145675267,0.4042836598901321,11.964071856287426,2.37125748502994,0.37516629711751664,3.116687578419071,3.6646706586826348
Anthony Edwards,0,Elite Perimeter Playmaking Scorers,27.6,4.5,5.7,1.2,0.6,0.447,0.395,0.837,36.3,27.371900826446286,4.462809917355372,5.652892561983471,1.1900826446280992,0.447,0.504652520608686,0.15729682493445965,0.30867095920725457,5.454545454545455,0.5950413223140496,0.8496894409937888,1.1437216338880483,1.7851239669421488
Anthony Gill,3,Role-Playing Three-Point Forward Shooters,2.5,0.3,1.3,0.2,0.0,0.489,0.323,0.66,7.8,11.53846153846154,1.3846153846153846,6.000000000000001,0.9230769230769231,0.489,0.3524919220601194,0.11042944785276072,0.5874865367668658,4.153846153846154,0.0,0.3296703296703296,2.516129032258065,0.9230769230769231
Antonio Reeves,1,Role-Playing Three-Point Facilitating Shooters,6.9,0.9,1.4,0.5,0.1,0.456,0.395,0.8,15.0,16.560000000000002,2.16,3.3599999999999994,1.2,0.456,0.5174721189591079,0.12300683371298404,0.14275092936802977,2.64,0.24000000000000002,0.7706422018348625,1.1392405063291138,1.44
Ausar Thompson,3,Role-Playing Three-Point Forward Shooters,10.1,2.3,5.1,1.7,0.7,0.535,0.224,0.641,22.5,16.16,3.6799999999999997,8.16,2.72,0.535,0.10248198558847078,0.21445221445221443,0.3074459567654123,6.4,1.1199999999999999,0.6986899563318778,1.982905982905983,3.84
Austin Reaves,0,Elite Perimeter Playmaking Scorers,20.2,5.8,4.5,1.1,0.3,0.46,0.377,0.877,34.9,20.836676217765042,5.982808022922637,4.641833810888252,1.1346704871060174,0.46,0.513733777213913,0.2739797926781263,0.3518724501465158,4.126074498567336,0.30945558739255014,1.2615540883697312,0.7090685268773081,1.4441260744985676
Ayo Dosunmu,4,Lockdown 3-and-D Wings,12.3,4.5,3.5,0.9,0.4,0.492,0.328,0.785,30.3,14.613861386138614,5.346534653465346,4.158415841584159,1.0693069306930694,0.492,0.4180083431746543,0.34242232086239693,0.1733205325358323,3.9207920792079203,0.4752475247524752,1.2437619961612283,0.7301092043681748,1.5445544554455446
Bam Adebayo,3,Role-Playing Three-Point Forward Shooters,18.1,4.3,9.6,1.3,0.7,0.485,0.357,0.765,34.3,18.997084548104958,4.513119533527697,10.075801749271138,1.3644314868804666,0.485,0.19567382260847957,0.2256888759294358,0.29351073391271937,8.291545189504374,0.7346938775510204,0.5306659647275599,1.9608672659968271,2.099125364431487
Baylor Scheierman,1,Role-Playing Three-Point Facilitating Shooters,3.6,1.1,2.1,0.5,0.1,0.355,0.317,0.75,12.4,10.451612903225808,3.1935483870967745,6.096774193548388,1.4516129032258065,0.355,0.7421267958517016,0.27887323943661974,0.11417335320795408,4.64516129032258,0.29032258064516125,0.6545454545454545,1.5230769230769232,1.7419354838709677
Ben Sheppard,1,Role-Playing Three-Point Facilitating Shooters,5.3,1.3,2.8,0.6,0.2,0.418,0.342,0.889,19.5,9.784615384615384,2.4,5.169230769230769,1.1076923076923075,0.418,0.6948339817244188,0.2225392296718973,0.08685424771555235,4.246153846153847,0.36923076923076925,0.5685785536159601,1.6289592760180995,1.4769230769230768
Ben Simmons,4,Lockdown 3-and-D Wings,5.0,5.6,4.7,0.7,0.5,0.52,0.0,0.727,22.0,8.181818181818182,9.163636363636362,7.690909090909091,1.1454545454545453,0.52,0.0,0.9980198019801979,0.13617450510654394,7.036363636363637,0.8181818181818182,1.1861924686192467,0.8372093023255816,1.9636363636363634
Bennedict Mathurin,3,Role-Playing Three-Point Forward Shooters,16.1,1.9,5.3,0.7,0.3,0.458,0.34,0.831,29.9,19.384615384615387,2.2876254180602005,6.381270903010034,0.8428093645484949,0.458,0.3387446218410299,0.11222313371616077,0.38955631511718436,5.297658862876253,0.3612040133779264,0.42410512007249657,2.0508646998982707,1.2040133779264213
Bilal Coulibaly,1,Role-Playing Three-Point Facilitating Shooters,12.3,3.4,5.0,1.3,0.7,0.421,0.281,0.746,33.0,13.418181818181818,3.709090909090909,5.454545454545455,1.4181818181818184,0.421,0.35818081847458955,0.2572509457755359,0.2922001413871652,4.472727272727273,0.7636363636363636,0.7943661971830985,1.3204633204633207,2.181818181818182
Blake Wesley,4,Lockdown 3-and-D Wings,3.7,2.0,1.1,0.6,0.1,0.435,0.293,0.623,11.8,11.288135593220339,6.101694915254237,3.3559322033898304,1.830508474576271,0.435,0.31218023205397244,0.496551724137931,0.34339825525936973,2.745762711864407,0.3050847457627119,1.821011673151751,0.5155131264916468,2.1355932203389827
Bobby Portis,2,Offensive Mid-Range Centers,13.9,2.1,8.4,0.7,0.5,0.466,0.365,0.836,25.4,19.700787401574804,2.9763779527559056,11.905511811023622,0.9921259842519685,0.466,0.29734727684040985,0.14378090528718143,0.12389469868350413,10.062992125984252,0.7086614173228346,0.3075045759609518,3.1722772277227724,1.7007874015748032
Bogdan Bogdanović,1,Role-Playing Three-Point Facilitating Shooters,10.8,2.7,2.9,0.8,0.2,0.427,0.363,0.879,25.0,15.552000000000001,3.8880000000000003,4.176,1.1520000000000001,0.427,0.5929540948604546,0.23489608506524895,0.13176757663565655,3.888,0.28800000000000003,0.9737248840803711,0.9132569558101474,1.4400000000000002
Bol Bol,2,Offensive Mid-Range Centers,6.8,0.6,2.9,0.3,0.7,0.525,0.344,0.769,12.5,19.584000000000003,1.728,8.352,0.864,0.525,0.5094570689889781,0.08394869801787795,0.13716151857395564,8.64,2.016,0.2771599657827203,3.8005865102639302,2.88
Bradley Beal,0,Elite Perimeter Playmaking Scorers,17.0,3.7,3.3,1.1,0.5,0.497,0.386,0.803,32.1,19.06542056074766,4.149532710280374,3.700934579439252,1.2336448598130842,0.497,0.3814197715295568,0.20680018630647418,0.19833828119536956,3.588785046728972,0.5607476635514018,1.1451292246520877,0.8275862068965516,1.7943925233644862
Branden Carlson,2,Offensive Mid-Range Centers,3.8,0.4,1.7,0.2,0.7,0.443,0.333,0.778,7.7,17.766233766233764,1.8701298701298703,7.948051948051948,0.9350649350649352,0.443,0.6995012814937497,0.09965397923875434,0.19985750899821425,8.883116883116884,3.2727272727272725,0.31349782293178524,3.909502262443439,4.207792207792208
Brandin Podziemski,1,Role-Playing Three-Point Facilitating Shooters,11.7,3.4,5.1,1.1,0.2,0.445,0.372,0.758,26.8,15.71641791044776,4.567164179104478,6.850746268656716,1.4776119402985075,0.445,0.4894241335946617,0.27321428571428574,0.1529450417483318,5.776119402985074,0.26865671641791045,0.7699619771863119,1.2788203753351206,1.7462686567164178
Brandon Boston,1,Role-Playing Three-Point Facilitating Shooters,10.7,2.2,3.2,1.3,0.2,0.436,0.35,0.788,23.6,16.322033898305083,3.3559322033898304,4.88135593220339,1.9830508474576272,0.436,0.36237631010627264,0.19373776908023485,0.21962200612501373,4.11864406779661,0.3050847457627119,0.9077809798270893,1.190661478599222,2.288135593220339
Brandon Clarke,2,Offensive Mid-Range Centers,8.3,1.0,5.1,0.8,0.6,0.621,0.059,0.701,18.9,15.809523809523812,1.9047619047619049,9.714285714285714,1.523809523809524,0.621,0.050802252233182334,0.11331444759206799,0.2370771770881842,7.0476190476190474,1.1428571428571428,0.32000000000000006,3.737704918032786,2.666666666666667
Brandon Williams,0,Elite Perimeter Playmaking Scorers,8.3,2.3,1.8,0.7,0.2,0.521,0.4,0.833,14.8,20.18918918918919,5.594594594594593,4.378378378378378,1.7027027027027026,0.521,0.31556187545045483,0.2640306122448979,0.3506243060560609,3.8918918918918917,0.4864864864864865,1.3567839195979896,0.737704918032787,2.189189189189189
Brice Sensabaugh,1,Role-Playing Three-Point Facilitating Shooters,10.9,1.5,3.0,0.6,0.1,0.459,0.422,0.89,20.2,19.425742574257427,2.673267326732673,5.346534653465346,1.0693069306930694,0.459,0.6186343778296245,0.13087736306349973,0.11896814958262007,4.455445544554456,0.1782178217821782,0.5897035881435257,1.5040431266846361,1.2475247524752475
Brook Lopez,2,Offensive Mid-Range Centers,13.0,1.8,5.0,0.6,1.9,0.509,0.373,0.826,31.8,14.716981132075471,2.0377358490566038,5.660377358490566,0.6792452830188679,0.509,0.48409523973014273,0.12965186074429771,0.17509827820026436,6.226415094339623,2.150943396226415,0.40793201133144474,2.571428571428571,2.830188679245283
Bruce Brown,1,Role-Playing Three-Point Facilitating Shooters,8.3,2.0,4.0,0.8,0.2,0.421,0.333,0.815,22.5,13.280000000000001,3.2,6.4,1.28,0.421,0.2664446294754372,0.22408963585434172,0.21315570358034971,5.12,0.32,0.6054054054054054,1.6,1.6
Bub Carrington,4,Lockdown 3-and-D Wings,9.8,4.4,4.2,0.7,0.3,0.401,0.339,0.812,30.0,11.760000000000002,5.28,5.040000000000001,0.8399999999999999,0.401,0.5489478499542544,0.41379310344827586,0.10978956999085086,4.92,0.36,1.0132450331125826,0.8598726114649683,1.1999999999999997
Buddy Hield,1,Role-Playing Three-Point Facilitating Shooters,11.1,1.6,3.2,0.8,0.3,0.417,0.37,0.828,22.7,17.603524229074893,2.537444933920705,5.07488986784141,1.2687224669603525,0.417,0.6974585558675291,0.13639592706606676,0.08327863353642138,4.599118942731278,0.4757709251101322,0.6265409717186367,1.5691158156911582,1.7444933920704848
CJ McCollum,0,Elite Perimeter Playmaking Scorers,21.1,4.1,3.8,0.8,0.4,0.444,0.373,0.717,32.7,23.229357798165136,4.513761467889908,4.18348623853211,0.8807339449541285,0.444,0.45786821398824623,0.18629307080651267,0.17309651992238578,3.7431192660550456,0.44036697247706424,1.0407079646017698,0.8386023294509152,1.3211009174311927
Cade Cunningham,0,Elite Perimeter Playmaking Scorers,26.1,9.1,6.1,1.0,0.8,0.469,0.356,0.846,35.0,26.845714285714287,9.36,6.274285714285714,1.0285714285714285,0.469,0.2883267703397183,0.3361379027293248,0.2546886471334178,6.274285714285714,0.8228571428571428,1.4281225451688924,0.6850523993381137,1.8514285714285714
Caleb Houstan,1,Role-Playing Three-Point Facilitating Shooters,4.1,0.6,1.3,0.4,0.1,0.421,0.4,0.882,13.6,10.852941176470587,1.5882352941176472,3.4411764705882355,1.0588235294117647,0.421,0.8475146297168226,0.1339950372208437,0.090805138898231,2.911764705882353,0.2647058823529412,0.5960264900662252,1.4318181818181819,1.3235294117647058
Caleb Martin,1,Role-Playing Three-Point Facilitating Shooters,7.9,2.1,3.9,1.0,0.5,0.424,0.359,0.622,27.1,10.494464944649446,2.789667896678967,5.180811808118081,1.3284132841328413,0.424,0.3378612728556214,0.2426966292134832,0.3231716522966814,4.383763837638376,0.6642066420664207,0.666268656716418,1.5423563777994156,1.992619926199262
Cam Reddish,3,Role-Playing Three-Point Forward Shooters,3.2,0.7,2.0,1.0,0.3,0.404,0.277,0.615,17.9,6.435754189944135,1.4078212290502794,4.022346368715084,2.011173184357542,0.404,0.4991136771011795,0.18933132982719758,0.2852078154863883,3.6201117318435756,0.6033519553072626,0.6807563959955506,1.9211136890951277,2.6145251396648046
Cam Whitmore,3,Role-Playing Three-Point Forward Shooters,9.4,1.0,3.0,0.6,0.3,0.444,0.355,0.75,16.2,20.88888888888889,2.2222222222222223,6.666666666666667,1.3333333333333333,0.444,0.4554367765197039,0.10152284263959391,0.17711430197988481,5.777777777777778,0.6666666666666666,0.46376811594202894,2.2758620689655173,2.0
Cameron Johnson,1,Role-Playing Three-Point Facilitating Shooters,18.8,3.4,4.3,0.9,0.4,0.475,0.39,0.893,31.6,21.41772151898734,3.873417721518987,4.898734177215189,1.0253164556962024,0.475,0.5492502903059019,0.1727837380011293,0.29751057391569685,4.329113924050633,0.45569620253164556,0.8304721030042919,1.0987012987012987,1.481012658227848
Cameron Payne,4,Lockdown 3-and-D Wings,6.9,2.8,1.4,0.5,0.2,0.401,0.363,0.907,15.1,16.450331125827816,6.675496688741722,3.337748344370861,1.1920529801324504,0.401,0.5802526068833361,0.38254269449715367,0.12894502375185246,3.5761589403973515,0.4768211920529802,1.8137404580152672,0.4969801553062986,1.6688741721854305
Caris LeVert,0,Elite Perimeter Playmaking Scorers,12.1,3.4,3.2,0.9,0.5,0.467,0.373,0.71,24.9,17.49397590361446,4.9156626506024095,4.626506024096386,1.3012048192771086,0.467,0.467740935304696,0.26579804560260584,0.25513141925710686,4.337349397590361,0.7228915662650602,1.1049250535331905,0.904276985743381,2.024096385542169
Cason Wallace,4,Lockdown 3-and-D Wings,8.4,2.5,3.4,1.8,0.5,0.474,0.356,0.811,27.6,10.956521739130435,3.260869565217391,4.434782608695652,2.3478260869565215,0.474,0.4300975812791935,0.2727272727272727,0.06937057762567637,3.6521739130434785,0.6521739130434783,1.0319999999999998,1.1938775510204085,3.0
Charles Bassey,2,Offensive Mid-Range Centers,4.4,0.5,4.2,0.4,0.8,0.581,0.0,0.636,10.4,15.23076923076923,1.7307692307692306,14.538461538461538,1.3846153846153846,0.581,0.0,0.10663507109004738,0.27248873040435984,12.115384615384617,2.769230769230769,0.20049504950495048,6.338028169014084,4.153846153846153
Chet Holmgren,2,Offensive Mid-Range Centers,15.0,2.0,8.0,0.7,2.2,0.49,0.379,0.754,27.4,19.708029197080293,2.6277372262773726,10.51094890510949,0.9197080291970803,0.49,0.3362094460326767,0.1268946069792034,0.39224435370478944,11.43065693430657,2.89051094890511,0.30818008877615727,3.694164989939638,3.8102189781021902
Chris Boucher,2,Offensive Mid-Range Centers,10.0,0.7,4.5,0.5,0.5,0.492,0.363,0.782,17.2,20.930232558139537,1.4651162790697674,9.418604651162791,1.0465116279069768,0.492,0.5266869738757258,0.06680805938494166,0.22958150143300868,7.5348837209302335,1.0465116279069768,0.24107142857142855,4.245283018867925,2.0930232558139537
Chris Paul,4,Lockdown 3-and-D Wings,8.8,7.4,3.6,1.3,0.3,0.427,0.377,0.924,28.0,11.314285714285717,9.514285714285714,4.628571428571429,1.6714285714285715,0.427,0.6331092699702987,0.7726218097447795,0.15476004377051747,4.500000000000001,0.38571428571428573,1.9873096446700504,0.47690217391304357,2.0571428571428574
Christian Braun,1,Role-Playing Three-Point Facilitating Shooters,15.4,2.6,5.2,1.1,0.5,0.58,0.397,0.827,33.9,16.353982300884958,2.7610619469026547,5.522123893805309,1.1681415929203542,0.58,0.2689872151017108,0.1591024987251402,0.25938052884807833,4.672566371681416,0.5309734513274336,0.6024423337856174,1.6094117647058823,1.6991150442477878
Christian Koloko,2,Offensive Mid-Range Centers,2.4,0.4,2.5,0.2,0.4,0.606,0.0,0.714,9.2,9.391304347826086,1.5652173913043481,9.782608695652176,0.7826086956521741,0.606,0.05547679220859275,0.15062761506276154,0.221907168834371,7.434782608695652,1.5652173913043481,0.217741935483871,4.423728813559322,2.3478260869565224
Clint Capela,2,Offensive Mid-Range Centers,8.9,1.1,8.5,0.6,1.0,0.559,0.0,0.536,21.4,14.971962616822431,1.8504672897196264,14.29906542056075,1.0093457943925233,0.559,0.0,0.11585722644821533,0.253309044852901,10.766355140186917,1.6822429906542058,0.18692730604764812,5.606557377049181,2.6915887850467293
Coby White,0,Elite Perimeter Playmaking Scorers,20.4,4.5,3.7,0.9,0.2,0.453,0.37,0.902,33.1,22.187311178247732,4.894259818731118,4.02416918429003,0.9788519637462235,0.453,0.5228604363421097,0.2110749185667753,0.2713579479750189,3.915407854984894,0.2175226586102719,1.1689717378232112,0.7196309584828292,1.1963746223564955
Cody Martin,3,Role-Playing Three-Point Forward Shooters,6.8,2.0,4.2,1.1,0.6,0.418,0.285,0.705,22.1,11.076923076923075,3.257918552036199,6.841628959276018,1.7918552036199096,0.418,0.4585549151354967,0.26976395653802926,0.19652353505807,6.190045248868778,0.9773755656108596,0.6439699942296595,1.8363443145589797,2.769230769230769
Cody Williams,1,Role-Playing Three-Point Facilitating Shooters,4.6,1.2,2.3,0.5,0.3,0.323,0.259,0.725,21.2,7.811320754716981,2.0377358490566038,3.9056603773584904,0.8490566037735849,0.323,0.5288011664091572,0.23126338329764454,0.15668182708419476,3.3962264150943398,0.5094339622641509,0.5884615384615385,1.4534161490683228,1.358490566037736
Colby Jones,1,Role-Playing Three-Point Facilitating Shooters,4.0,1.1,2.2,0.7,0.3,0.457,0.327,0.657,13.2,10.90909090909091,3.0000000000000004,6.000000000000001,1.9090909090909092,0.457,0.39350216930683085,0.2519083969465649,0.27242457875088294,5.454545454545455,0.8181818181818182,0.7012987012987013,1.7045454545454548,2.7272727272727275
Cole Anthony,0,Elite Perimeter Playmaking Scorers,9.4,2.9,3.0,0.7,0.5,0.424,0.353,0.823,18.4,18.39130434782609,5.673913043478261,5.869565217391305,1.3695652173913044,0.424,0.40715049488662847,0.2926008968609865,0.2097441943355359,5.673913043478261,0.9782608695652175,1.0253164556962024,1.0260586319218241,2.347826086956522
Collin Gillespie,4,Lockdown 3-and-D Wings,5.9,2.4,2.4,0.6,0.2,0.43,0.433,0.864,14.0,15.17142857142857,6.171428571428572,6.171428571428572,1.542857142857143,0.43,0.5620446397594542,0.3816254416961131,0.1457152769746733,4.885714285714285,0.5142857142857143,1.0756972111553784,0.9322709163346613,2.0571428571428574
Collin Sexton,0,Elite Perimeter Playmaking Scorers,18.4,4.2,2.7,0.7,0.1,0.48,0.406,0.865,27.9,23.741935483870968,5.419354838709678,3.483870967741936,0.903225806451613,0.48,0.3114193116184751,0.21903520208604957,0.2896923829009071,2.451612903225806,0.12903225806451615,1.410071942446043,0.5628140703517588,1.0322580645161292
Corey Kispert,1,Role-Playing Three-Point Facilitating Shooters,11.6,1.7,3.0,0.4,0.2,0.451,0.364,0.852,26.3,15.878326996197718,2.326996197718631,4.106463878326997,0.5475285171102662,0.451,0.5801893972178366,0.13786888938950215,0.15041947335277245,3.55893536121673,0.2737642585551331,0.5629188384214445,1.3165714285714287,0.8212927756653993
Cory Joseph,4,Lockdown 3-and-D Wings,3.5,1.4,1.5,0.5,0.1,0.403,0.364,0.778,12.2,10.327868852459018,4.131147540983607,4.426229508196721,1.4754098360655739,0.403,0.6766796154741234,0.3646888567293777,0.12889135532840443,3.5409836065573774,0.29508196721311475,1.0332326283987916,0.9201277955271565,1.7704918032786887
Craig Porter Jr.,1,Role-Playing Three-Point Facilitating Shooters,3.7,1.4,1.3,0.3,0.3,0.514,0.438,0.719,10.1,13.18811881188119,4.990099009900989,4.633663366336634,1.0693069306930694,0.514,0.3329873279822407,0.3517096999302162,0.22199155198816042,4.2772277227722775,1.0693069306930694,1.0755711775043935,0.9520661157024796,2.1386138613861387
D'Angelo Russell,4,Lockdown 3-and-D Wings,12.6,5.1,2.8,1.0,0.4,0.39,0.314,0.834,25.5,17.788235294117644,7.199999999999999,3.9529411764705884,1.4117647058823528,0.39,0.5632736495438542,0.38321853475266127,0.2271264715902638,3.9529411764705884,0.5647058823529412,1.7387173396674582,0.550932568149211,1.976470588235294
DaQuan Jeffries,3,Role-Playing Three-Point Forward Shooters,6.7,1.1,2.9,0.6,0.5,0.405,0.335,0.8,22.8,10.578947368421053,1.736842105263158,4.578947368421052,0.9473684210526315,0.405,0.563940061227778,0.15,0.09667543906761908,4.105263157894736,0.7894736842105263,0.4811320754716981,1.9615384615384615,1.736842105263158
Dalano Banton,0,Elite Perimeter Playmaking Scorers,8.3,2.4,2.0,0.6,0.5,0.391,0.324,0.728,16.7,17.89221556886228,5.173652694610778,4.311377245508982,1.2934131736526946,0.391,0.43394565451643186,0.273851030110935,0.2498474980549153,4.526946107784431,1.0778443113772456,1.217587373167982,0.8729388942774007,2.37125748502994
